Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
13,6.0,0.4709,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",금융 실장 모델 임 은행 수익 가능 발굴 시장 거래
14,6.0,0.4584,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",은행 수익 서비스 제공 거래 창출 시장 주장 계좌 대출
15,8.0,0.4843,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 은행 금융 기술 거래 송금 활용 서비스 규제 글로벌
16,6.0,0.7211,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",핀테크 규제 금융 샌드박스 중국 업체 서울 영국 경제 산업
17,4.0,0.4916,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",화폐 손상 디지털 지폐 이용 폐기 한은 지난해 사용 권
18,6.0,0.3218,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",금융 핀테크 대출 서비스 은행 송금 기업 분야 회사 기술
19,4.0,0.4726,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",위안 해외 중국 은행 위안화 송금 달러 강화 자본 규제
20,0.0,0.6813,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",수수료 비용 카드사 결제 카드 정률제 밴사 기본 수익 입장
21,8.0,0.4478,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",금융 뱅크 업무 망 시스템 공동 금융결제원 디지털 거래 개시
22,0.0,0.6629,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",카드 사용 현금 가격 수수료 차별 물건 할인 가맹점 값
23,6.0,0.417,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",한국은행 금융 채용 지원자 지급결제 수단 디지털 경력 추진 화폐
24,3.0,0.551,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",카드 지급 카드사 소액결제 결제 가맹점 금액 수수료 껌 신용
25,3.0,0.533,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",현금 카드 결제금 액 일평균 결제 동전 디지털 지난해 블록체인
26,3.0,0.8248,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",수표 상반기 사용 평균 앞수표 카드 지난해 하루 권 모바일
27,9.0,0.373,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",송금 은행 외화 서비스 모바일 금융 카드사 카드 플랫폼 경쟁
28,9.0,0.4525,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",금융 교육 기관 추진 신용 확대 서비스 협의회 연금 노후
29,7.0,0.236,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 경제, 기업",중국 미국 규제 트럼프 기업 대통령 완화 무역 일자리 정부
30,5.0,0.5127,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",결제 국내 알리페이 시장 서비스 카드 페이팔 업체 한국 진출
31,3.0,0.4152,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",결제 카드 시장 수수료 서비스 송금 수단 핀테크 기반 신종
32,3.0,0.4611,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",제품 설 연휴 한국 게임 권 포켓 길 아나운서 시중
33,3.0,0.6882,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",권 화폐 발행 잔액 지폐 동전 시중 환수 작년 한은
34,3.0,0.5455,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",동전 비용 사용 발행 한은 한국은행 현금 환수 사업 거스름돈
35,0.0,0.6861,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",수수료 카드사 비용 결제 카드 밴사 증가 입장 주장 지급
36,4.0,0.4965,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",현금 동전 사용 비용 금융 발행 한은 결제 국가 수단
37,5.0,0.2801,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",중국 자본 통제 수입 달러 강화 위안화 위안 기업 수출
38,4.0,0.4857,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",중앙은행 스웨덴 금융 총재 경제 원장 상임 베스 위원회 뉴스
39,3.0,0.6388,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",화폐 발행 잔액 권 증가 전체 지폐 대비 수단 차지
40,6.0,0.3408,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",금융 기술 디지털 혁신 인증 확대 전망 부문 블록체인 인터넷
41,6.0,0.6531,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",금융 디지털 플랫폼 서비스 고객 기술 강조 혁신 모바일 회장
42,8.0,0.5235,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",비씨카드 기술 모바일 프로세싱 인도네시아 지난해 카드 결제 국내 개발
43,5.0,0.4084,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",부문 금융 심사 시장 디지털 한국 보험 서민 회사 투자
44,8.0,0.7118,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",계약 시스 사업 온라인 시스템 마무리 본격 꿈 이번 추진
45,8.0,0.4455,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 금융 기술 거래 활용 핀테크 정보 확인 은행 위변
46,3.0,0.7024,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",포인트 캐쉬 백 판매자 고객 전자 사용 적용 통합 전환
47,8.0,0.597,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",꿈 결제 안드로이드 계약 기반 단말기 마이 카운터 오프라인 시스
48,6.0,0.5494,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",금융 액티브 시니어 요구 모바일 연구소 소비 데이터 분석 수준
49,6.0,0.6928,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",디지털 카드 마케팅 모바일 사장 제공 패러다임 서비스 이용자 빅데이터
50,4.0,0.6048,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",뉴스 총재 한국은행 서울 디지털 이주열 개편 만화 기자 전재
51,6.0,0.4286,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",투자 금융 사장 점포 미국 시장 해 경제 메가 지점
52,0.0,0.5394,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",시장 결제 카드 카드사 사 온라인 사업 업체 전자 현대
53,4.0,0.5921,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",뉴스 총재 한국은행 서울 디지털 과제 중구 자리 기자 운세
54,5.0,0.3509,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",증거금 거래 거래소 주식 증권 증권사 결제 상장 위험 납부
55,3.0,0.4795,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",서비스 지급 송금 전자 결제 시장 전자금융업자 은행 금융 이용
56,9.0,0.2605,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",금융 서비스 기술 회사 디지털 시장 역할 뉴스 시스템 인프라
57,4.0,0.5618,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",뉴스 총재 한국은행 서울 디지털 이주열 개편 만화 기자 전재
58,1.0,0.7168,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",비트코인 중국 달러 거래 가격 개인 위안 매입 최고가 베이징
59,0.0,0.489,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",카드 카드사 자체 결제 전자 온라인 가맹점 쇼핑몰 사업 신문
60,9.0,0.6021,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",인터넷전문은행 보호 금융 예금자 필요 소비자 은행 이용자 지적 설치
61,6.0,0.3511,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",카드 디지털 현대 마케팅 서비스 프로젝트 기업 시장 사업 설립
62,6.0,0.3915,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",금융 디지털 기술 혁신 부문 활용 한은 인증 인터넷 분산원장
63,4.0,0.6732,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",시장 감시 인프라 금융 리스크 지침서 한국은행 뉴스 원칙 강화
64,4.0,0.6877,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",감시 시장 인프라 금융 업무 한은 지침서 원칙 한국 수행
65,0.0,0.514,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",카드 블루 넛 결제 카드사 현대 자체 쇼핑몰 사 수수료
66,9.0,0.6482,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",은행 신용 금융 대출 서비스 결제 뱅크 활용 인터넷 전문
67,8.0,0.405,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",서비스 뱅크 농협은행 뉴스 금융 아이 계획 출시 모바일 글로벌
68,8.0,0.4188,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",서비스 뱅크 농협은행 농협 확대 출시 금융 계획 모바일 시너지
69,6.0,0.6591,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",대리 사업 핀테크 은행 우리은행 은행원 출신 부 중국 시절
70,9.0,0.5318,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",신용 대출 활용 평가 카카오뱅크 결제 예정 뱅크 은행 서비스
71,8.0,0.644,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",기반 안드로이드 계약 마이 꿈 결제 시스 카운터 가능 뉴스
72,8.0,0.3969,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",서비스 뱅크 경제 강화 납부 확대 농협은행 금융 연계 글로벌
73,6.0,0.6263,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",카드 디지털 사업 고객 지난해 카드사 상품 사장 현대 관계자
74,4.0,0.5474,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",금융 기술 디지털 중앙은행 통화 서비스 회사 변화 시장 보고서
75,0.0,0.4322,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",카드사 사업 페이 결제 공동 모바일 기업 카드 구축 업계
76,6.0,0.2429,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",변곡점 지급결제 교환 화폐 수단 시장 결제 카드 물물 종이
77,1.0,0.8464,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",비트코인 거래 달러 자체 해킹 관리 세계 거래소 발생 화폐
78,6.0,0.5343,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",카드 디지털 모바일 서비스 현대 추진 지난해 기반 사장 고객
79,5.0,0.8006,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",상승 기록 코스피 지수 매수 시장 마감 외국인 상승세 코스닥
80,2.0,0.7235,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",금융 회장 운동장 은행 투자 황 회사 지급결제 법인 허용
81,2.0,0.8145,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 회장 증권사 운동장 투자 금융 농구 허용 한겨레 업주
82,2.0,0.7411,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 금융 회장 주의 보험 운동장 투자 겸업 동아일보 서비스
83,2.0,0.7372,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 회장 운동장 증권 금융 업무 연합 신탁 서울 신탁업
84,2.0,0.7433,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",회장 은행 허용 주의 지급결제 증권사 초대 운동장 신탁업 업무
85,2.0,0.7838,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",회장 은행 업계 신탁업 황 금 대결 법 이번 증권사
86,5.0,0.7592,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",상승 시장 오름세 기록 전일 전자 약세 외국인 순매도 남
87,5.0,0.7506,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",카카오 알리페이 카카오페이 사업 모바일 지급결제 분사 김기훈 투자 유치
88,5.0,0.3075,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",증거금 거래 거래소 증권사 시장 결제 국제 부담 주식 도입
89,5.0,0.6534,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",서비스 결제 카카오 카카오페이 알리페이 전자 이용자 한국 중국 그룹
90,5.0,0.595,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",알리페이 카카오 중국 핀테크 사업 금융 한국 기업 결제 플랫폼
91,2.0,0.7056,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 금융 신탁업 투자 운동장 업계 법 회장 업무 보험
92,2.0,0.7925,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 회장 운동장 금융 반박 발언 금 투자 종합 연합회
93,5.0,0.6413,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",카카오페이 알리페이 카카오 서비스 핀테크 사업 협력 결제 이용자 모회사
94,5.0,0.7331,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",카카오 카카오페이 서비스 핀테크 투자 분사 알리페이 오전 전날 기자
95,2.0,0.597,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 회장 금융 신탁업 투자 협회 업계 업무 증권 기자
96,2.0,0.7407,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 회장 운동장 증권 신탁업 허용 업무 주의 자본 금융
97,9.0,0.5832,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",은행 플랫폼 핀테크 공동 서비스 데이터 개별 기업 조회 설계
98,2.0,0.865,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",금융 겸 은행 업주 금 회장 하영구 협 주장 황영기
99,6.0,0.896,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",핀테크 농업 경제 부문 단체 기술 개인 아시아 기업 톤
100,2.0,0.7822,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 신탁업 투자 운동장 회장 법 축구 금융 업계 기자
101,9.0,0.4782,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",금융 로페이 옐 전자 회사 사고 사업 부업 개인 정보
102,9.0,0.4997,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",지급결제 보험 허용 금융 업무 고객 계좌 사 은행 서비스
103,2.0,0.6983,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 주의 회장 허용 겸업 하영구 금융 금 업무 신탁
104,2.0,0.705,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",회장 은행 증권사 운동장 투자 신탁 금전 황 금융 허용
105,2.0,0.4286,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 증권사 금융 수수료 금리 허용 배당 주의 수익 자본
106,2.0,0.7552,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 운동장 신탁업 주의 증권 금융 필요 투자 회장 경기
107,2.0,0.5535,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 금융 회장 업계 투자 지급결제 법 허용 법인 신탁업
108,2.0,0.4667,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 규제 인터넷전문은행 분리 은산 완화 공청회 케이 뱅크 신용
109,2.0,0.4542,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 금융 수수료 운동장 증권 수익 나라 주의 신탁 특정
110,2.0,0.7833,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",회장 은행 운동장 황 증권사 투자 지급결제 허용 증권업 서울
111,2.0,0.6912,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",금융 은행 투자 회장 시장 업무 업계 신탁 운동장 금전
112,2.0,0.8215,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",회장 은행 황 증권사 운동장 허용 서울 지급결제 증권업 경제
113,2.0,0.8184,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 금융 운동장 종합 주장 제도 은행업 증권업 회장 협
114,4.0,0.3991,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",경제 금 동향 금융 계획 계영 협의회 행사 주요 주간
115,2.0,0.5358,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",금융 업계 기업 투자 회장 자본 발행 은행 어음 자금
116,7.0,0.91,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 경제, 기업",오전 시 오후 장관 서울 차관 농식품부 청사 회의 국회
117,2.0,0.8158,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 금융 운동장 신탁 투자 회장 협회 증권사 허용 주의
118,5.0,0.3704,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",시장 결제 오프라인 시스 온라인 사업자 경제 서울 기업 거래
119,3.0,0.3279,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",이베이 코리아 외국환 마켓 옥션 거래법 업무 국내 위반 등록
120,2.0,0.5253,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 금융 증권 회장 운동장 업계 업무 투자 은행업 신탁
121,3.0,0.3397,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",카드 일본 결제 시장 카드사 지급 현금 국내 진출 거래
122,6.0,0.6228,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",금융 핀테크 플랫폼 혁신 회사 기술 시장 P2P 빅데이터 오픈
123,7.0,0.3874,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 경제, 기업",인테리어 결제 가맹점 현금 공사 카드 시장 거래 경제 소득세
124,7.0,0.7573,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 경제, 기업",경제 서울 회의 동향 산업 재정 한국은행 청사 증권 주요
125,7.0,0.7262,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 경제, 기업",서울 경제 동향 청사 김윤지 한국은행 재정 회의 산업 증권
126,4.0,0.5506,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",가계 부동산 자금 기업 경제 부채 투자 돈 금융 업계
127,8.0,0.5563,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",디지털 꿈 안드로이드 시장 헬스 케어 지난해 라이프 가능 개발
128,5.0,0.7351,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",단계 전날 마감 이날 상승 주가 거래 투자 연구원 삼성증권
129,4.0,0.8143,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",시장 경제 정책 한은 발행 물가 기념 완화 유지 통계
130,2.0,0.8758,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 금융 운동장 기자 주의 회장 간담회 신탁업 주장 하영구
131,2.0,0.7762,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 금융 신탁업 금 회장 협 운동장 종합 투자 업무
132,2.0,0.9344,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",운동장 금융 싸움 회장 동아일보 은행 투자 밥그릇 반박 업계
133,9.0,0.3847,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",은행 인터넷전문은행 분리 은산 대출 카카오뱅크 뱅크 금융 기업 완화
134,8.0,0.6321,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",정보 바이오 인증 지문 금융 뉴스 인식 부장 필요 이용
135,9.0,0.713,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",등록 자본금 업체 소규모 전자지급결제 시스템 전자금융업자 대행업 사 핀테크
136,9.0,0.6556,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",행정 등록 소액 제재 업자 송금 해외 위반 감경 한도
137,9.0,0.7024,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",해외 송금 이용자 지급 소액 외환 거래 달러 규정 신고
138,8.0,0.3481,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",송금 은행 수수료 모바일 서비스 해외 달러 뱅크 그램 국내
139,9.0,0.8184,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",해외 외국환 소액 업무 송금 등록 규정 달러 지급 거래
140,9.0,0.7807,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",업무 외국환 거래 해외 송금 외환 시행 시장 업자 달러
141,3.0,0.3614,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",결제 계좌 서비스 은행 수수료 망 개발 이체 앱 가맹점
142,8.0,0.4198,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 한국은행 검토 시스템 발행 금융 디지털 사업 기업 거래
143,5.0,0.7564,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",그룹 인수 서울 경제 전자 결제 계열사 시스 이번 참여
144,5.0,0.8926,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",카카오 매출 광고 투자 알리페이 지난해 카카오페이 서울 경제 전망
145,5.0,0.457,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",인수 그룹 미국 계열사 작년 추진 업체 체인 전략 치킨
146,5.0,0.6568,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",그룹 인수 투자 업체 외식 프랜차이즈 계열사 결제 자금 한국
147,8.0,0.4562,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",동아일보 계열사 그룹 모바일 계획 인수 사업 고객 앳 계약
148,5.0,0.924,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",카카오 매출 광고 투자 알리페이 지난해 카카오페이 서울 경제 전망
149,1.0,0.6982,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",비트코인 중국 거래 달러 거래소 위안 해외 투자 가격 규제
150,4.0,0.4568,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",투자 소비 발표 경기 활성 기업 내수 동향 정부 수출
151,8.0,0.3659,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",결제 시스템 기반 산업 카드 지급결제 현금 서울 인증 이용
152,1.0,0.6685,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",비트코인 중국 거래 달러 거래소 투자 위안 해외 가격 규제
153,8.0,0.6745,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",기술 블록체인 결제 보안 카드 시스템 포인트 해외 인증 업계
154,5.0,0.3322,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",투자 주식 회장 증권사 업무 금융 해외 법인 펀드 소득세
