Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
13,4.0,0.5355,"은행, 현금, 검토, 세계, 무현금, 제도, 이용, 나라, 정책, 추진",결제 무현금 현금 이용자 서비스 정비 제공 정부 은행 이노베이션
14,0.0,0.295,"블록체인, 가능, 분야, 거래, 비용, 본고, 연구, 계약, 기대, 중앙",시스템 블록체인 활용 서비스 기업 분산 플랫폼 데이터 가능 제공
15,8.0,0.6671,"지급결제, 분석, 연구, 제도, 카드, 변화, 정책, 지급, 효과, 제시",카드 비용 추가 고객 지불 수수료 신용 혜택 카드사 시장
16,4.0,0.2792,"은행, 현금, 검토, 세계, 무현금, 제도, 이용, 나라, 정책, 추진",디지털 통화 은행 거래 법정 정책 장점 경제 효율 자금
17,1.0,0.6255,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",금융 핀테크 기술 기관 기업 활용 업계 미국 대형 벤처
18,1.0,0.3342,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",핀테크 금융 발전 촉진 미국 비즈니스 시스템 검토 이용자 보안
19,1.0,0.2895,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",금융 핀테크 서비스 거래 기술 활용 활동 발전 세계 제공
20,8.0,0.617,"지급결제, 분석, 연구, 제도, 카드, 변화, 정책, 지급, 효과, 제시",지급결제 한국은행 정책 단어 조합 네트워크 기관 협력 제도 노드
21,4.0,0.2978,"은행, 현금, 검토, 세계, 무현금, 제도, 이용, 나라, 정책, 추진",은행 결제 북한 수단 지급결제 현금 무현금 조선 구축 중앙은행
22,1.0,0.3621,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",금융 가상화폐 핀테크 결제 블록체인 변화 비즈니스 산업 진전 전자
23,0.0,0.4813,"블록체인, 가능, 분야, 거래, 비용, 본고, 연구, 계약, 기대, 중앙",거래 가능 금융 분야 블록체인 기관 데이터 관리 비트코인 지적
24,6.0,0.7536,"고객, 정보, 상품, 그룹, 사용, 방식, 은행, 스마트폰, 진보, 영향",방식 환어음 결제 은행 거래 추심 선적 수입자 무역 대금
25,3.0,0.441,"암호화폐, 법, 자산, 감독, 규제, 암호, 미국, 보호, 업자, 사법",금융 법 도드 프랭크 처리 월스트리트 파산 미국 기관 규제
26,2.0,0.3194,"시스템, 시장, 필요, 혁신, 경제, 제공, 영향, 중요, 정보, 효율",결제 금융 시스템 제도 세계 영국 경제 본고 소액결제 서비스
27,0.0,0.468,"블록체인, 가능, 분야, 거래, 비용, 본고, 연구, 계약, 기대, 중앙",금융 블록체인 산업 분야 영향 장점 처리 기술 활용 정리
28,7.0,0.6371,"규제, 가상자산, 경쟁, 참가, 거래, 영국, 개선, 정부, 보호, 자금",사이버 보안 국가 금융 영국 차원 전략 공격 대응 발생
29,1.0,0.2648,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",기술 서비스 데이터 협력 변화 활용 분야 분산 기관 기업
30,1.0,0.5942,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",산업 빅데이터 데이터 혁명 인공지능 기술 변화 결합 정보 시대
31,4.0,0.3384,"은행, 현금, 검토, 세계, 무현금, 제도, 이용, 나라, 정책, 추진",기술 은행 블록체인 금융 가능 활용 업무 시스템 거래 과제
32,0.0,0.3177,"블록체인, 가능, 분야, 거래, 비용, 본고, 연구, 계약, 기대, 중앙",기술 분야 금융 활용 블록체인 사례 인터넷 기반 거래 보급
33,4.0,0.5163,"은행, 현금, 검토, 세계, 무현금, 제도, 이용, 나라, 정책, 추진",결제 리 테일 상황 법 정비 검토 서비스 법제 가상화폐
34,4.0,0.474,"은행, 현금, 검토, 세계, 무현금, 제도, 이용, 나라, 정책, 추진",결제 무현금 활용 분야 향상 정책 추진 나라 인 대응
35,4.0,0.1844,"은행, 현금, 검토, 세계, 무현금, 제도, 이용, 나라, 정책, 추진",결제 기술 기업 서비스 금융 시스템 정보 변화 발달 분석
36,7.0,0.3969,"규제, 가상자산, 경쟁, 참가, 거래, 영국, 개선, 정부, 보호, 자금",시스템 참가 지급결제 결제 금융 핀테크 개방 기업 간접 투자
37,9.0,0.3355,"거래, 검토, 가상화폐, 이용, 법, 대장, 적용, 규제, 국제, 법률",예금 카드 변화 현금 위조 방법 인출 은행 사건 이용
38,2.0,0.314,"시스템, 시장, 필요, 혁신, 경제, 제공, 영향, 중요, 정보, 효율",핀테크 영국 혁신 필요 산업 규제 개선 P2P 영향 지원
39,2.0,0.4883,"시스템, 시장, 필요, 혁신, 경제, 제공, 영향, 중요, 정보, 효율",금융 혁신 투자 경제 제도 구축 자산 자금 필요 안전
40,2.0,0.5918,"시스템, 시장, 필요, 혁신, 경제, 제공, 영향, 중요, 정보, 효율",금융 경제 소비자 서비스 정책 세기 시장 목적 의미 검토
41,6.0,0.3457,"고객, 정보, 상품, 그룹, 사용, 방식, 은행, 스마트폰, 진보, 영향",금융 상품 고객 서비스 기관 변화 은행 정보 혁신 발전
42,2.0,0.3618,"시스템, 시장, 필요, 혁신, 경제, 제공, 영향, 중요, 정보, 효율",금융 활용 기술 검토 시장 개발 진행 인프라 본고 산업
43,5.0,0.203,"통화, 디지털, 발행, 중앙은행, 국제, 사용, 각국, 확인, 운영, 증권",보고서 증권 업계 규제 활용 시장 발전 가운데 증권사 잠재
44,8.0,0.454,"지급결제, 분석, 연구, 제도, 카드, 변화, 정책, 지급, 효과, 제시",산업 유발 효과 생산 금융 금융서비스 분석 서비스 부문 부가가치
45,4.0,0.1795,"은행, 현금, 검토, 세계, 무현금, 제도, 이용, 나라, 정책, 추진",기술 자산 암호 정보 데이터 은행 수단 디지털 발행 이용
46,3.0,0.4151,"암호화폐, 법, 자산, 감독, 규제, 암호, 미국, 보호, 업자, 사법",은행 제도 이원 감독 법 미국 면허 연방 기초 당국
47,4.0,0.7239,"은행, 현금, 검토, 세계, 무현금, 제도, 이용, 나라, 정책, 추진",무현금 결제 현금 보급 나라 대응 이용자 과제 제언 통화
48,1.0,0.3202,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",금융 은행 세계 업계 기술 목표 시스템 리더 신뢰 오늘날
49,3.0,0.7663,"암호화폐, 법, 자산, 감독, 규제, 암호, 미국, 보호, 업자, 사법",암호화폐 사법 교환 업자 규제 지위 미국 고객 대상 소개
50,2.0,0.3224,"시스템, 시장, 필요, 혁신, 경제, 제공, 영향, 중요, 정보, 효율",디지털 중앙은행 발행 정보 통화 영향 결제 지불 화폐 기술
51,3.0,0.4942,"암호화폐, 법, 자산, 감독, 규제, 암호, 미국, 보호, 업자, 사법",자산 암호 감독 규제 암호화폐 교환 법상 의무 독일 토큰
52,9.0,0.8096,"거래, 검토, 가상화폐, 이용, 법, 대장, 적용, 규제, 국제, 법률",암호화폐 검토 법 기술 대장 거래 적용 분산 이용 규제
53,1.0,0.332,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",금융 고객 상품 서비스 비즈니스 정보 기관 요구 발전 기업
54,8.0,0.2595,"지급결제, 분석, 연구, 제도, 카드, 변화, 정책, 지급, 효과, 제시",연구 금융 통화 추가 현금 사용 교환 프리미엄 추정 중앙은행
55,3.0,0.4038,"암호화폐, 법, 자산, 감독, 규제, 암호, 미국, 보호, 업자, 사법",암호화폐 사법 이용자 보호 기술 비트코인 법 검토 규제 존재
56,0.0,0.4828,"블록체인, 가능, 분야, 거래, 비용, 본고, 연구, 계약, 기대, 중앙",금융 블록체인 비즈니스 분야 영향 처리 시스템 활용 거래 기관
57,0.0,0.3574,"블록체인, 가능, 분야, 거래, 비용, 본고, 연구, 계약, 기대, 중앙",블록체인 가능 기술 혁신 영향 시스템 데이터 발전 시점 정보
58,1.0,0.4088,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",금융 서비스 기업 기관 혁신 기술 인터넷 투자 은행 제휴
59,0.0,0.4997,"블록체인, 가능, 분야, 거래, 비용, 본고, 연구, 계약, 기대, 중앙",계약 블록체인 증거 스마트 본고 기록 가능 규제 내용 대장
60,4.0,0.4035,"은행, 현금, 검토, 세계, 무현금, 제도, 이용, 나라, 정책, 추진",현금 사용 거래 무현금 결제 제한 중앙은행 통화 검토 디지털
61,1.0,0.3996,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",금융 혁신 고객 서비스 활용 기술 솔루션 디지털 시스템 제공
62,2.0,0.3157,"시스템, 시장, 필요, 혁신, 경제, 제공, 영향, 중요, 정보, 효율",지급결제 지급 서비스 시스템 시장 기구 금융 협의 확산 주요
63,2.0,0.3387,"시스템, 시장, 필요, 혁신, 경제, 제공, 영향, 중요, 정보, 효율",금융 서비스 핀테크 지역 시스템 영향 아시아 본고 기관 전략
64,2.0,0.3393,"시스템, 시장, 필요, 혁신, 경제, 제공, 영향, 중요, 정보, 효율",서비스 핀테크 제공 융자 투자 금융 비교 효과 전통 설명
65,0.0,0.4812,"블록체인, 가능, 분야, 거래, 비용, 본고, 연구, 계약, 기대, 중앙",금융 기술 디파이 서비스 이해 중앙 시스템 활용 블록체인 연구
66,1.0,0.2751,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",핀테크 보험 활용 디지털 기술 회사 고객 업무 효율 사내
67,6.0,0.7356,"고객, 정보, 상품, 그룹, 사용, 방식, 은행, 스마트폰, 진보, 영향",그룹 사용 영향 만족도 이성 이용 정보 스마트폰 세대 요인
68,5.0,0.7215,"통화, 디지털, 발행, 중앙은행, 국제, 사용, 각국, 확인, 운영, 증권",발행 전환사채 결과 신주인수권 유의 사채 기업 더미 부사 시장
69,1.0,0.488,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",인공지능 법 변화 인간 법인격 책임 공존 부여 시대 제도
70,2.0,0.3384,"시스템, 시장, 필요, 혁신, 경제, 제공, 영향, 중요, 정보, 효율",금융 기술 방법 진보 시스템 변화 기능 시장 영향 계산
71,7.0,0.4228,"규제, 가상자산, 경쟁, 참가, 거래, 영국, 개선, 정부, 보호, 자금",회원권 골프 시장 효율 활용 영향 결정 관리 가격 분석
72,7.0,0.4103,"규제, 가상자산, 경쟁, 참가, 거래, 영국, 개선, 정부, 보호, 자금",시장 주식 공매도 거래 개선 방식 참여 기회 투명 여대
73,7.0,0.6407,"규제, 가상자산, 경쟁, 참가, 거래, 영국, 개선, 정부, 보호, 자금",가상자산 세탁 자금 규제 방지 도입 투자자 논문 논의 거래소
74,9.0,0.7711,"거래, 검토, 가상화폐, 이용, 법, 대장, 적용, 규제, 국제, 법률",거래 이용 통화 법 국제 가상화폐 적용 가상 규제 기술
75,7.0,0.4889,"규제, 가상자산, 경쟁, 참가, 거래, 영국, 개선, 정부, 보호, 자금",거래 가상자산 금융 시장 실명 통화 조치 가상 위원회 결정
76,9.0,0.4243,"거래, 검토, 가상화폐, 이용, 법, 대장, 적용, 규제, 국제, 법률",법률 발생 소유 법 플랫폼 거래 가능 쟁점 귀속 입장
77,5.0,0.3272,"통화, 디지털, 발행, 중앙은행, 국제, 사용, 각국, 확인, 운영, 증권",통화 금융 코인 국제 스테이블 발행 페이스북 시스템 정책 운영
78,0.0,0.3699,"블록체인, 가능, 분야, 거래, 비용, 본고, 연구, 계약, 기대, 중앙",블록체인 기술 암호화폐 기관 연구 응용 발전 전력 존재 가능
79,1.0,0.5654,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",금융 데이터 활용 중국 빅 핀테크 가능 세계 서비스 환경
80,1.0,0.3725,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",금융 서비스 결제 핀테크 미국 기술 정보 필요 이용 시장
81,7.0,0.5236,"규제, 가상자산, 경쟁, 참가, 거래, 영국, 개선, 정부, 보호, 자금",가상자산 중앙 거래소 성장 한계점 가능 소득 거래 연구 문제점
82,5.0,0.4192,"통화, 디지털, 발행, 중앙은행, 국제, 사용, 각국, 확인, 운영, 증권",통화 디지털 논점 가능 발행 검토 중앙은행 국제 이용 형태
83,7.0,0.4959,"규제, 가상자산, 경쟁, 참가, 거래, 영국, 개선, 정부, 보호, 자금",가상자산 규제 보호 정부 현상 가능 제기 존재 효과 악용
84,1.0,0.6738,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",인공지능 능력 인간 상행위 법인격 분야 활용 생산 논의 필요
85,7.0,0.416,"규제, 가상자산, 경쟁, 참가, 거래, 영국, 개선, 정부, 보호, 자금",결제 법령 전자지급결제 대행업 시대 활성 계약 거래 범위 구조
86,0.0,0.3971,"블록체인, 가능, 분야, 거래, 비용, 본고, 연구, 계약, 기대, 중앙",토큰 가능 달러 대체 확장 성장 시장 거래 자산 특정
87,0.0,0.4383,"블록체인, 가능, 분야, 거래, 비용, 본고, 연구, 계약, 기대, 중앙",기술 블록체인 금융 비용 절감 분야 활용 가능 정보 블록
88,0.0,0.3256,"블록체인, 가능, 분야, 거래, 비용, 본고, 연구, 계약, 기대, 중앙",블록체인 디지털 통화 결제 은행 금융 향상 비트코인 가능 도입
89,7.0,0.2627,"규제, 가상자산, 경쟁, 참가, 거래, 영국, 개선, 정부, 보호, 자금",과학 분야 금융 정부 영국 가능 중요 비즈니스 기술 당국
90,1.0,0.3696,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",금융 핀테크 산업 혁신 서비스 개선 분야 제도 시대 경쟁
91,1.0,0.349,"활용, 기관, 산업, 변화, 기업, 데이터, 인공지능, 비즈니스, 분야, 발전",금융 기관 핀테크 고객 활용 기업 서비스 디지털 시장 본고
92,4.0,0.5599,"은행, 현금, 검토, 세계, 무현금, 제도, 이용, 나라, 정책, 추진",인도 서비스 핀테크 디지털 정부 확인 계좌 추진 인증 전개
